row,name,category
57786,Egg Free Mayo,"Fats, en:mayonnaises"
57861,Sauce Dessert,de:sauce schokolade
58026,Rice Chips,en:crisps
58032,Psicha Toast,"Ψίχα τοστ, en:sliced-breads"
58036,Medium Phyllo Pastry Sheets,"Phylo pastry, en:cooking-helpers"
58065,Galletti With Sea Salt And Cracked Peppe,"Salty snacks crackers, en:potato-crisps"
58119,Chips Paprika,"Snacks, en:potato-crisps-in-sunflower-oil"
58150,Biscoff With Belgian Chocolate,"es:Galletas-de-canela, en:biscuits"
58327,Corn Snack - Corn Jalapeño Flavour,"Snacks, en:crisps"
58365,Covrigei Italienești,"Snacks, en:crackers"
58391,Strawberry Whirls Biscuit,"Biscuit w vanilla filling, en:shortbread-cookies"
58399,Double Greek Double Cream Yogurt Plain,"Double cream yogurt, en:yogurts"
58402,Oluolu Plantain Chips,en:plantain-chips
58418,Licorice Mint,en:sugar-free-chewing-gum
58467,Tiffany Chips,"Corn snacks, en:crisps"
58574,Yuquitas,"Snacks, en:crisps"
59027,Milk Chocolate Flakes,"Baking decorations, en:chocolates"
59186,Sriracha Hot Chilli Sauce,"Condi, en:hot-sauces"
59272,Minute Fresh Idli Batter,"Idli Batter, en:cooking-helpers"
59308,Hide & Seek Caffé Mocha,"Cookies with Chocolate Chips and Coffee, en:biscui"
59454,Socola Pie Imp,"Pies, en:chocolate-sandwich-cookies"
59466,Salva Nimkomix,"Nimko, en:culinary-plants"
59511,Coconutmilk Snack,"Snacks, en:plant-based-milk-alternatives"
59529,Milo,"Malt drink mixes, en:instant-chocolate-powders"
59662,Salt & Vinegar Potato Chips,en:potato-crisps
59963,Clusters Pink Lady Apple Crumble,"Oat clusters, en:breakfast-cereals"
60017,Country Grains,"Multigrain-bread, en:breads"
60146,Plant Based Meaty Pulled Mushrooms,"Vegan meat, en:meat-analogues"
60284,Epic Greek Unsweetened Probiotic Yoghurt,"Unsweetened greek yoghurt, en:greek-style-yogurts"
60348,Baby Rainbow Carrots,"Baby Rainbow Carrots, en:carrots"
60437,Stir Fry Vegetables,"Fibre, en:frozen-vegetables"
60470,Golden Syrup,"Syrups, en:simple-syrups"
60509,Original Table Syrup,"Syrups, en:simple-syrups"
60527,Excel White Mente Verte,en:confectioneries
60656,Ground Turmeric,"Groceries, en:turmeric"
60845,Smart Price Porridge Oats,"Porridge oats, en:porridge"
60868,Jumbo Scottish Oats,"Porridge oats, en:rolled-oats"
60921,Rice Up Popped Brown Rice Rolls Pizza & ,"Rice rolls, en:appetizers"
61025,British Sweetcorn,"Sweetcorn, en:corn"
61074,Pocky Cacao,"Biscuit sticks, en:biscuits"
61091,British Fat Beef Mince,"Lean beef mince, en:ground-beef-steaks"
61140,Extra Large King Prawns,"King Prawns, en:shrimps"
61280,Tesco Ground Nut Oil,"Oil, en:nut-oils"
61323,Sweetcorn Kernels,"Sweetcorn, en:sweet-corn"
61373,Organic Whole Grain Porridge Oats,"Porridge Oats, en:breakfast-cereals"
61440,Protein Peanut Cream & Vanilla,"Dietary supplements, en:confectioneries"
61526,N1 Pre-workout Grep,"Beverages, en:bodybuilding-supplements"
61586,Grain Waves,"Snacks, en:crisps"
61779,Heavenly Brownie Style Cookies,"Brownie style cookies, en:biscuits"
61848,Radio Times,"Organic-raisins, en:confectioneries"
61947,Fresh Irish Cream,"Fresh cream, en:creams"
62001,Plantain Chips- Platanitos Original,"Plantain chips, en:crisps"
62092,Sardine In Olive Oil,"Canned foods, en:sardines-in-olive-oil"
62253,Love Corn Sea Salt,"Savoury snack, en:corn-chips"
62292,Almette - Whippet Cream Cheese,"Spreads, en:cream-cheeses"
62395,Pro Performance Weight Gainer,"Dietary supplements, en:bodybuilding-supplements"
62477,Sun Dried Tomatos Julienne Cut With Herb,"Dried, en:dried-tomatoes"
62585,Anchovy Fillets,"Anchovies, en:anchovy-fillets"
62743,Kombucha Mango,"No, en:kombuchas"
62859,Organic White Rolls,"White rolls bread, en:breads"
62990,Purée Pomme Mangue Framboise Avocat,"Baby foods, en:apple-compotes"
63134,No Name Yellow Mustard,"Condim, en:mustards"
63265,Oat Cereal,"Baby oat cereal, en:breakfast-cereals"
63625,Oats & Honey With Toasted Coconut Granol,"C, en:cereal-bars"
63785,Extra Old Cheddar Cheese,"Extra Old Cheddar Cheese, en:cheeses"
64320,Corn Waffles Amaranth & Sea Salt,"Corn waffles, en:waffles"
64336,Doppelkeks Kurpfalzrolle,"de:imbiss, de:kekse"
64431,Refreshmints,"Breathmint, en:candies"
64509,Sunflower Caramel Bar,"Sunflower caramel bar, en:bars"
64546,White Miso,"Groceries, en:misos"
64558,Fisherman’s Friend,"Healthcare, en:candies"
64600,Thins,"el:Υδατανθρακες, en:breads"
64602,Whole Wheat Orzo Medio,"Wheat grains, en:pastas"
64624,Ham,"Ham slices, en:hams"
64666,Tortilla Wraps,en:wheat-flatbreads
64687,"Silver Chips, Shawarma Taste","Chips and fries, en:potato-crisps"
64702,Kebella,"Sugar Free Chocolates, en:confectioneries"
64715,Spirali,"Spirali, en:pastas"
64754,Fusilli Avellinesi,"Fusilli Avellinesi, en:dry-pastas"
64936,All Natural Gravy Mix,"Gravy powder, en:dehydrated-sauces"
65376,Corn Cakes,"Corn sea salt, en:puffed-corn-cakes"
65520,Date Nectar,"Date nectar, en:fruit-nectars"
65544,Tost Starenio,"el:ψωμί τοστ, en:breads"
65586,Brillante Tehuacan Sparkling Mineral Wat,"Sparkling-mineral-water, en:waters"
65810,Blanched Almonds,"Blanched almonds, en:almonds"
65991,KAYY Vegan Protein Mixed Berries And Cre,"Instant oatmeal, en:dietary-supplements"
66002,Fine Drops,"ro:bomboane, en:candies"
66242,Avocado Oil,"Oil, en:avocado-oils"
66265,Avocado Oil,"pt:frutas, en:avocado-oils"
66324,Rellenos Pica,"es:botanas, es:dulces"
66328,Pipe Rigate Combino (lidl),"Frozen foods, en:dry-pastas"
66442,Dark Maple Syrup,"Syrups, en:maple-syrups"
66460,ALDI GUT BIO Quinoa Pops 200g 2.59€ Pack,de:getreide
66490,FAVO Christmas Trees LIDL Ravintoarv Ker,"pl:slodycze, en:candies"
66511,6 Scottish Organic Eggs,"Organic eggs, en:chicken-eggs"
66549,Cacahuete / Amendoim En Polvo Desgrasado,"es:Cacahuete en polvo desgrasado, en:peanuts"
66563,Vegetable Samosas,"Snacks, en:vegetable-samosas"
66572,Rapeseed Oil,"Spray oil, en:rapeseed-oils"
66641,Plain White Flour,"Plain flour, en:cereal-flours"
66751,Organic Date Syrup Imp,"Syrups, en:date-syrups"
66801,Couscous,"Durum wheat uncooked couscous, en:durum-wheat-semo"
66867,Cacahuètes Nature,"Dairies, en:peanuts"
67153,Milled Golden Flaxseed,"Flak seed, en:flax-seeds"
67166,"Silver Chips, Chilli Taste","Chips and fries, en:flavoured-potato-crisps"
