code,name,category,permitted_GB,permitted_NI,permitted_EU,status_notes,child_warning,PKU_warning,polyols_warning,sulphites_allergen_label,origin,overview,typical_uses,effects_summary,effects_verdict,synonyms,matches,ins_number,sources
STARCH008,Octenyl Succinate Starch,modified starch,TRUE,TRUE,TRUE,Emulsifying starch,FALSE,FALSE,FALSE,FALSE,various,OSA starch.,"Beverages, emulsions.",Emulsifying properties.,positive,OSA starch; E1450,octenyl succinate starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH009,Oxidized Starch,modified starch,TRUE,TRUE,TRUE,Chemically modified,FALSE,FALSE,FALSE,FALSE,various,Oxidized with hypochlorite.,"Batters, coatings.",Lower viscosity.,positive,E1404,oxidized starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH010,Acid-Modified Starch,modified starch,TRUE,TRUE,TRUE,Acid treated,FALSE,FALSE,FALSE,FALSE,various,Acid hydrolyzed.,"Gum candies, jellies.",Forms strong gels.,positive,Thin-boiling starch; E1401,acid modified starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH011,Enzyme-Modified Starch,modified starch,TRUE,TRUE,TRUE,Enzyme treated,FALSE,FALSE,FALSE,FALSE,various,Enzyme hydrolyzed.,"Baby food, soups.",Easily digestible.,positive,E1405,enzyme modified starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH012,Alkaline-Modified Starch,modified starch,TRUE,TRUE,TRUE,Alkali treated,FALSE,FALSE,FALSE,FALSE,various,Alkali treated.,"Puddings, pie fillings.",Smooth texture.,positive,E1402,alkaline modified starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH013,Bleached Starch,modified starch,TRUE,TRUE,TRUE,Whitened,FALSE,FALSE,FALSE,FALSE,various,Chemically whitened.,"Paper, some foods.",Cosmetic modification.,neutral,E1403,bleached starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH014,Potato Starch,native starch,TRUE,TRUE,TRUE,Unmodified,FALSE,FALSE,FALSE,FALSE,potato,Native potato starch.,"Gluten-free baking, thickening.",High viscosity; clear gel.,positive,Potato flour,potato starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH015,Tapioca Starch,native starch,TRUE,TRUE,TRUE,Unmodified,FALSE,FALSE,FALSE,FALSE,cassava,From cassava root.,"Puddings, gluten-free products.",Clear; good texture.,positive,Cassava starch,tapioca starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH016,Rice Starch,native starch,TRUE,TRUE,TRUE,Unmodified,FALSE,FALSE,FALSE,FALSE,rice,Native rice starch.,"Baby food, puddings.",Hypoallergenic.,positive,Rice flour,rice starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH017,Wheat Starch,native starch,TRUE,TRUE,TRUE,Unmodified,FALSE,FALSE,FALSE,FALSE,wheat,Native wheat starch.,"Baking, noodles.",Contains trace gluten.,neutral,Wheat flour,wheat starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH018,Corn Starch,native starch,TRUE,TRUE,TRUE,Unmodified,FALSE,FALSE,FALSE,FALSE,corn,Native corn starch.,"Thickening, baking.",Most common starch.,positive,Cornflour; Maize starch,corn starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH019,Arrowroot Starch,native starch,TRUE,TRUE,TRUE,Unmodified,FALSE,FALSE,FALSE,FALSE,plant,From arrowroot plant.,"Gluten-free baking, baby food.",Easy to digest.,positive,Arrowroot flour,arrowroot starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
STARCH020,Sago Starch,native starch,TRUE,TRUE,TRUE,Unmodified,FALSE,FALSE,FALSE,FALSE,palm,From sago palm.,"Puddings, noodles.",Similar to tapioca.,positive,Sago flour,sago starch,,"[{""title"": ""Modified Starches"", ""url"": ""https://www.fda.gov""}]"
PHOS001,Lecithin,phospholipid,TRUE,TRUE,TRUE,Emulsifier,FALSE,FALSE,FALSE,FALSE,soy/sunflower/egg,Phosphatidylcholine mix.,"Chocolate, baked goods.",May be allergen.,neutral,E322,lecithin,,"[{""title"": ""Phospholipids"", ""url"": ""https://www.fda.gov""}]"
PHOS002,Phosphatidylcholine,phospholipid,TRUE,TRUE,TRUE,PC,FALSE,FALSE,FALSE,FALSE,soy/egg,Main lecithin component.,"Supplements, liposomes.",Brain health claims.,positive,PC,phosphatidylcholine,,"[{""title"": ""Phospholipids"", ""url"": ""https://www.fda.gov""}]"
PHOS003,Phosphatidylserine,phospholipid,TRUE,TRUE,TRUE,PS,FALSE,FALSE,FALSE,FALSE,soy/bovine,Brain phospholipid.,"Cognitive supplements.",Memory support claims.,positive,PS,phosphatidylserine,,"[{""title"": ""Phospholipids"", ""url"": ""https://www.fda.gov""}]"
PHOS004,Phosphatidylethanolamine,phospholipid,TRUE,TRUE,TRUE,PE,FALSE,FALSE,FALSE,FALSE,soy/egg,Cephalin component.,"Supplements, research.",Less common supplement.,neutral,PE,phosphatidylethanolamine,,"[{""title"": ""Phospholipids"", ""url"": ""https://www.fda.gov""}]"
PHOS005,Phosphatidylinositol,phospholipid,TRUE,TRUE,TRUE,PI,FALSE,FALSE,FALSE,FALSE,soy,Cell signaling lipid.,"Supplements, lecithin.",Mood support claims.,neutral,PI,phosphatidylinositol,,"[{""title"": ""Phospholipids"", ""url"": ""https://www.fda.gov""}]"
PHOS006,Phosphatidic Acid,phospholipid,TRUE,TRUE,TRUE,PA,FALSE,FALSE,FALSE,FALSE,soy,Muscle building claims.,"Sports supplements.",mTOR activation claims.,neutral,PA,phosphatidic acid,,"[{""title"": ""Phospholipids"", ""url"": ""https://www.fda.gov""}]"
PHOS007,Sphingomyelin,phospholipid,TRUE,TRUE,TRUE,SM,FALSE,FALSE,FALSE,FALSE,milk/egg,Sphingolipid type.,"Infant formula, supplements.",Brain development.,positive,SM,sphingomyelin,,"[{""title"": ""Phospholipids"", ""url"": ""https://www.fda.gov""}]"
PHOS008,Lysolecithin,phospholipid,TRUE,TRUE,TRUE,Modified lecithin,FALSE,FALSE,FALSE,FALSE,soy/egg,Hydrolyzed lecithin.,"Better emulsifier than lecithin.",Enhanced absorption.,positive,Lysophosphatidylcholine,lysolecithin,,"[{""title"": ""Phospholipids"", ""url"": ""https://www.fda.gov""}]"
PHOS009,Glycerophosphocholine,phospholipid,TRUE,TRUE,TRUE,GPC,FALSE,FALSE,FALSE,FALSE,soy,Choline source.,"Cognitive supplements.",Brain health claims.,positive,Alpha-GPC,glycerophosphocholine,,"[{""title"": ""Phospholipids"", ""url"": ""https://www.fda.gov""}]"
PHOS010,CDP-Choline,phospholipid precursor,TRUE,TRUE,TRUE,Citicoline,FALSE,FALSE,FALSE,FALSE,synthetic,Choline donor.,"Nootropic supplements.",Cognitive enhancement.,positive,Citicoline,cdp choline,,"[{""title"": ""Phospholipids"", ""url"": ""https://www.fda.gov""}]"
ANTI001,Silicon Dioxide,anti-caking,TRUE,TRUE,TRUE,Silica,FALSE,FALSE,FALSE,FALSE,mineral,Prevents clumping.,"Salt, powdered foods.",Nano-particle concerns.,neutral,Silica; E551,silicon dioxide,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI002,Calcium Silicate,anti-caking,TRUE,TRUE,TRUE,Table salt,FALSE,FALSE,FALSE,FALSE,mineral,Prevents moisture absorption.,"Salt, baking powder.",Generally safe.,positive,E552,calcium silicate,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI003,Magnesium Silicate,anti-caking,TRUE,TRUE,TRUE,Talc,FALSE,FALSE,FALSE,FALSE,mineral,Food-grade talc.,"Salt, confectionery.",Asbestos concerns historically.,neutral,Talc; E553a,magnesium silicate,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI004,Magnesium Carbonate,anti-caking,TRUE,TRUE,TRUE,Gym chalk,FALSE,FALSE,FALSE,FALSE,mineral,Absorbs moisture.,"Salt, sports chalk.",Generally safe.,positive,E504,magnesium carbonate,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI005,Calcium Carbonate,anti-caking,TRUE,TRUE,TRUE,Chalk,FALSE,FALSE,FALSE,FALSE,mineral,Prevents caking.,"Powdered foods, supplements.",Calcium source.,positive,E170,calcium carbonate,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI006,Sodium Aluminosilicate,anti-caking,TRUE,TRUE,TRUE,E554,FALSE,FALSE,FALSE,FALSE,synthetic,Prevents moisture.,"Salt, coffee creamer.",Aluminum concerns.,negative,E554,sodium aluminosilicate,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI007,Calcium Aluminosilicate,anti-caking,TRUE,TRUE,TRUE,E556,FALSE,FALSE,FALSE,FALSE,synthetic,Prevents clumping.,"Salt, dried milk.",Aluminum concerns.,negative,E556,calcium aluminosilicate,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI008,Potassium Aluminosilicate,anti-caking,TRUE,TRUE,TRUE,Mica,FALSE,FALSE,FALSE,FALSE,mineral,Prevents moisture.,"Salt, seasonings.",Aluminum concerns.,negative,Mica; E555,potassium aluminosilicate,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI009,Tricalcium Phosphate,anti-caking,TRUE,TRUE,TRUE,TCP,FALSE,FALSE,FALSE,FALSE,mineral,Prevents clumping.,"Powdered foods, spices.",Calcium source.,positive,TCP; E341,tricalcium phosphate,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI010,Sodium Ferrocyanide,anti-caking,TRUE,TRUE,TRUE,Yellow prussiate,FALSE,FALSE,FALSE,FALSE,synthetic,Prevents caking in salt.,"Table salt.",Contains cyanide group but safe.,neutral,E535,sodium ferrocyanide,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI011,Potassium Ferrocyanide,anti-caking,TRUE,TRUE,TRUE,E536,FALSE,FALSE,FALSE,FALSE,synthetic,Salt anti-caking.,"Table salt.",Contains cyanide group but safe.,neutral,E536,potassium ferrocyanide,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI012,Calcium Ferrocyanide,anti-caking,TRUE,TRUE,TRUE,E538,FALSE,FALSE,FALSE,FALSE,synthetic,Salt anti-caking.,"Table salt.",Contains cyanide group but safe.,neutral,E538,calcium ferrocyanide,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI013,Sodium Aluminium Phosphate,anti-caking,TRUE,TRUE,TRUE,SALP,FALSE,FALSE,FALSE,FALSE,synthetic,Acidic SALP.,"Baking powder.",Aluminum concerns.,negative,SALP; E541,sodium aluminium phosphate,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI014,Bentonite,anti-caking,TRUE,TRUE,TRUE,Clay,FALSE,FALSE,FALSE,FALSE,mineral,Montmorillonite clay.,"Wine clarification, animal feed.",Generally safe.,positive,E558,bentonite,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI015,Kaolin,anti-caking,TRUE,TRUE,TRUE,China clay,FALSE,FALSE,FALSE,FALSE,mineral,Aluminum silicate clay.,"Supplements, processing.",Generally safe externally.,neutral,E559,kaolin,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI016,Stearic Acid,anti-caking,TRUE,TRUE,TRUE,Fatty acid,FALSE,FALSE,FALSE,FALSE,animal/plant,C18 saturated fatty acid.,"Supplements, confectionery.",May be from animal fat.,neutral,E570,stearic acid,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI017,Magnesium Stearate,anti-caking,TRUE,TRUE,TRUE,Lubricant,FALSE,FALSE,FALSE,FALSE,animal/plant,Magnesium salt of stearic acid.,"Supplements, tablets.",May be from animal fat.,neutral,E470b,magnesium stearate,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI018,Calcium Stearate,anti-caking,TRUE,TRUE,TRUE,Lubricant,FALSE,FALSE,FALSE,FALSE,animal/plant,Calcium salt of stearic acid.,"Confectionery, supplements.",May be from animal fat.,neutral,E470a,calcium stearate,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI019,Cellulose Powder,anti-caking,TRUE,TRUE,TRUE,Plant fiber,FALSE,FALSE,FALSE,FALSE,plant,Microcrystalline cellulose.,"Grated cheese, supplements.",Natural; adds fiber.,positive,MCC; E460,cellulose powder,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
ANTI020,Rice Hull Powder,anti-caking,TRUE,TRUE,TRUE,Natural,FALSE,FALSE,FALSE,FALSE,rice,Ground rice hulls.,"Organic products, supplements.",Natural anti-caking.,positive,Rice bran extract,rice hull powder,,"[{""title"": ""Anti-caking Agents"", ""url"": ""https://www.fda.gov""}]"
YEAST01,Baker's Yeast,leavening/fermentation,TRUE,TRUE,TRUE,Saccharomyces cerevisiae,FALSE,FALSE,FALSE,FALSE,fungal,Bread yeast.,"Bread, beer, wine.",Can cause reactions in sensitive.,neutral,Saccharomyces cerevisiae,bakers yeast,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST02,Brewer's Yeast,nutritional/fermentation,TRUE,TRUE,TRUE,Spent yeast,FALSE,FALSE,FALSE,FALSE,fungal,Beer byproduct.,"Supplements, animal feed.",B vitamins; bitter taste.,positive,Saccharomyces cerevisiae,brewers yeast,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST03,Nutritional Yeast,flavoring/nutrition,TRUE,TRUE,TRUE,Deactivated yeast,FALSE,FALSE,FALSE,FALSE,fungal,Inactive yeast.,"Vegan cheese flavor, supplements.",B12 fortified; umami flavor.,positive,Nooch,nutritional yeast,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST04,Torula Yeast,flavoring,TRUE,TRUE,TRUE,Candida utilis,FALSE,FALSE,FALSE,FALSE,fungal,Flavor enhancer.,"Seasonings, pet food.",MSG-like flavor.,negative,Candida utilis,torula yeast,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST05,Wine Yeast,fermentation,TRUE,TRUE,TRUE,Various strains,FALSE,FALSE,FALSE,FALSE,fungal,Alcohol production.,"Wine, spirits.",Strain-specific flavors.,positive,Saccharomyces strains,wine yeast,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST06,Kefir Grains,fermentation culture,TRUE,TRUE,TRUE,SCOBY,FALSE,FALSE,FALSE,FALSE,mixed culture,Bacteria/yeast symbiosis.,"Kefir, fermented dairy.",Probiotic benefits.,positive,Kefir SCOBY,kefir grains,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST07,Kombucha SCOBY,fermentation culture,TRUE,TRUE,TRUE,Tea fungus,FALSE,FALSE,FALSE,FALSE,mixed culture,Bacteria/yeast culture.,"Kombucha tea.",Probiotic claims.,positive,Tea mushroom,kombucha scoby,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST08,Lactobacillus,probiotic bacteria,TRUE,TRUE,TRUE,Lactic acid bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Yogurt bacteria.,"Yogurt, fermented foods.",Probiotic benefits.,positive,LAB,lactobacillus,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST09,Bifidobacterium,probiotic bacteria,TRUE,TRUE,TRUE,Gut bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Beneficial gut bacteria.,"Yogurt, supplements.",Digestive health.,positive,Bifidus,bifidobacterium,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST10,Streptococcus thermophilus,starter culture,TRUE,TRUE,TRUE,Yogurt bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Thermophilic starter.,"Yogurt, cheese.",Lactose digestion.,positive,S. thermophilus,streptococcus thermophilus,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST11,Propionibacterium,cheese culture,TRUE,TRUE,TRUE,Swiss cheese bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Creates cheese holes.,"Swiss cheese.",Produces CO2 and flavor.,positive,P. shermanii,propionibacterium,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST12,Penicillium roqueforti,cheese culture,TRUE,TRUE,TRUE,Blue cheese mold,FALSE,FALSE,FALSE,FALSE,fungal,Blue cheese mold.,"Blue cheese.",Creates blue veins and flavor.,positive,Blue mold,penicillium roqueforti,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST13,Penicillium camemberti,cheese culture,TRUE,TRUE,TRUE,White cheese mold,FALSE,FALSE,FALSE,FALSE,fungal,Camembert mold.,"Camembert, Brie.",Creates white rind.,positive,White mold,penicillium camemberti,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST14,Aspergillus oryzae,fermentation culture,TRUE,TRUE,TRUE,Koji mold,FALSE,FALSE,FALSE,FALSE,fungal,Soy sauce/miso mold.,"Soy sauce, miso, sake.",Traditional Asian fermentation.,positive,Koji,aspergillus oryzae,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST15,Rhizopus oligosporus,fermentation culture,TRUE,TRUE,TRUE,Tempeh mold,FALSE,FALSE,FALSE,FALSE,fungal,Tempeh starter.,"Tempeh.",Binds soybeans.,positive,Tempeh starter,rhizopus oligosporus,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST16,Acetobacter,vinegar bacteria,TRUE,TRUE,TRUE,Acetic acid bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Makes vinegar.,"Vinegar, kombucha.",Converts alcohol to acetic acid.,positive,Vinegar mother,acetobacter,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST17,Gluconobacter,fermentation bacteria,TRUE,TRUE,TRUE,Oxidizing bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Gluconic acid producer.,"Gluconic acid production.",Industrial fermentation.,neutral,G. oxydans,gluconobacter,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST18,Bacillus subtilis,fermentation bacteria,TRUE,TRUE,TRUE,Natto bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Natto starter.,"Natto (fermented soybeans).",Produces vitamin K2.,positive,Hay bacillus,bacillus subtilis,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST19,Leuconostoc,fermentation bacteria,TRUE,TRUE,TRUE,Heterofermentative LAB,FALSE,FALSE,FALSE,FALSE,bacterial,Sauerkraut bacteria.,"Sauerkraut, kimchi.",Produces CO2 and acids.,positive,L. mesenteroides,leuconostoc,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
YEAST20,Pediococcus,fermentation bacteria,TRUE,TRUE,TRUE,Lactic acid bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Sausage starter.,"Fermented sausages.",Produces lactic acid.,positive,P. pentosaceus,pediococcus,,"[{""title"": ""Yeasts & Fermentation"", ""url"": ""https://www.fda.gov""}]"
NUT001,Diammonium Phosphate,yeast nutrient,TRUE,TRUE,TRUE,DAP,FALSE,FALSE,FALSE,FALSE,synthetic,Nitrogen for yeast.,"Wine, beer making.",Yeast food.,positive,DAP,diammonium phosphate,,"[{""title"": ""Yeast Nutrients"", ""url"": ""https://www.fda.gov""}]"
NUT002,Yeast Hulls,yeast nutrient,TRUE,TRUE,TRUE,Dead yeast,FALSE,FALSE,FALSE,FALSE,yeast,Yeast cell walls.,"Wine making.",Prevents stuck fermentation.,positive,Yeast ghosts,yeast hulls,,"[{""title"": ""Yeast Nutrients"", ""url"": ""https://www.fda.gov""}]"
NUT003,Thiamine HCl,yeast nutrient,TRUE,TRUE,TRUE,Vitamin B1,FALSE,FALSE,FALSE,FALSE,synthetic,B1 for yeast health.,"Fermentation.",Prevents off-flavors.,positive,Vitamin B1,thiamine hcl,,"[{""title"": ""Yeast Nutrients"", ""url"": ""https://www.fda.gov""}]"
NUT004,Biotin,yeast nutrient,TRUE,TRUE,TRUE,Vitamin B7,FALSE,FALSE,FALSE,FALSE,synthetic,B7 for yeast.,"Fermentation.",Yeast health.,positive,Vitamin B7,biotin,,"[{""title"": ""Yeast Nutrients"", ""url"": ""https://www.fda.gov""}]"
NUT005,Magnesium Sulfate,yeast nutrient,TRUE,TRUE,TRUE,Epsom salt,FALSE,FALSE,FALSE,FALSE,mineral,Mg for yeast enzymes.,"Beer brewing.",Water adjustment.,positive,Epsom salt,magnesium sulfate,,"[{""title"": ""Yeast Nutrients"", ""url"": ""https://www.fda.gov""}]"
NUT006,Zinc Sulfate,yeast nutrient,TRUE,TRUE,TRUE,Zinc salt,FALSE,FALSE,FALSE,FALSE,mineral,Zn for yeast health.,"Fermentation.",Trace mineral.,positive,ZnSO4,zinc sulfate,,"[{""title"": ""Yeast Nutrients"", ""url"": ""https://www.fda.gov""}]"
NUT007,Calcium Carbonate,yeast nutrient,TRUE,TRUE,TRUE,Chalk,FALSE,FALSE,FALSE,FALSE,mineral,pH buffer.,"Wine making.",Reduces acidity.,positive,Chalk,calcium carbonate,,"[{""title"": ""Yeast Nutrients"", ""url"": ""https://www.fda.gov""}]"
NUT008,Potassium Bicarbonate,yeast nutrient,TRUE,TRUE,TRUE,Potassium buffer,FALSE,FALSE,FALSE,FALSE,mineral,pH adjustment.,"Wine making.",Reduces acidity.,positive,KHCO3,potassium bicarbonate,,"[{""title"": ""Yeast Nutrients"", ""url"": ""https://www.fda.gov""}]"
NUT009,Calcium Sulfate,yeast nutrient,TRUE,TRUE,TRUE,Gypsum,FALSE,FALSE,FALSE,FALSE,mineral,Water hardness.,"Beer brewing.",Burton salts.,positive,Gypsum,calcium sulfate,,"[{""title"": ""Yeast Nutrients"", ""url"": ""https://www.fda.gov""}]"
NUT010,Ammonium Chloride,yeast nutrient,TRUE,TRUE,TRUE,Nitrogen source,FALSE,FALSE,FALSE,FALSE,synthetic,N for yeast.,"Baking, brewing.",Yeast food.,neutral,NH4Cl,ammonium chloride,,"[{""title"": ""Yeast Nutrients"", ""url"": ""https://www.fda.gov""}]"
HERB01,Rosemary Extract,natural preservative,TRUE,TRUE,TRUE,Antioxidant,FALSE,FALSE,FALSE,FALSE,plant,Natural antioxidant.,"Oils, meats, snacks.",Natural preservation.,positive,E392,rosemary extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB02,Green Tea Extract,antioxidant,TRUE,TRUE,TRUE,EGCG source,FALSE,FALSE,FALSE,FALSE,plant,Catechin antioxidants.,"Beverages, supplements.",Caffeine content.,positive,GTE; EGCG,green tea extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB03,Grape Seed Extract,antioxidant,TRUE,TRUE,TRUE,OPC source,FALSE,FALSE,FALSE,FALSE,plant,Proanthocyanidins.,"Supplements, beverages.",Antioxidant properties.,positive,GSE,grape seed extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB04,Pine Bark Extract,antioxidant,TRUE,TRUE,TRUE,Pycnogenol,FALSE,FALSE,FALSE,FALSE,plant,Maritime pine extract.,"Supplements.",Branded antioxidant.,positive,Pycnogenol,pine bark extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB05,Ginkgo Biloba Extract,herbal extract,TRUE,TRUE,TRUE,Memory claims,FALSE,FALSE,FALSE,FALSE,plant,Standardized extract.,"Supplements, beverages.",Blood thinner interaction.,neutral,GBE,ginkgo biloba extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB06,Echinacea Extract,herbal extract,TRUE,TRUE,TRUE,Immune support,FALSE,FALSE,FALSE,FALSE,plant,Purple coneflower.,"Supplements, teas.",Immune claims.,neutral,Purple coneflower,echinacea extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB07,Ginseng Extract,herbal extract,TRUE,TRUE,TRUE,Adaptogen,FALSE,FALSE,FALSE,FALSE,plant,Panax ginseng.,"Energy drinks, supplements.",Stimulant properties.,neutral,Panax ginseng,ginseng extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB08,Guarana Extract,stimulant extract,TRUE,TRUE,TRUE,Caffeine source,FALSE,FALSE,FALSE,FALSE,plant,High caffeine content.,"Energy drinks.",Natural caffeine.,neutral,Paullinia cupana,guarana extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB09,Yerba Mate Extract,stimulant extract,TRUE,TRUE,TRUE,Caffeine source,FALSE,FALSE,FALSE,FALSE,plant,Caffeinated holly.,"Energy drinks, teas.",Contains caffeine.,neutral,Ilex paraguariensis,yerba mate extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB10,Kola Nut Extract,stimulant extract,TRUE,TRUE,TRUE,Caffeine source,FALSE,FALSE,FALSE,FALSE,plant,Original cola flavoring.,"Cola beverages.",Natural caffeine.,neutral,Cola nitida,kola nut extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB11,Valerian Extract,herbal extract,TRUE,TRUE,TRUE,Sleep aid,FALSE,FALSE,FALSE,FALSE,plant,Sedative herb.,"Sleep supplements.",Sedative effects.,neutral,Valeriana officinalis,valerian extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB12,St. John's Wort Extract,herbal extract,TRUE,TRUE,TRUE,Mood support,FALSE,FALSE,FALSE,FALSE,plant,Hypericum extract.,"Supplements.",Drug interactions.,negative,Hypericum perforatum,st johns wort extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB13,Milk Thistle Extract,herbal extract,TRUE,TRUE,TRUE,Liver support,FALSE,FALSE,FALSE,FALSE,plant,Silymarin source.,"Supplements.",Liver health claims.,positive,Silybum marianum,milk thistle extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB14,Saw Palmetto Extract,herbal extract,TRUE,TRUE,TRUE,Prostate health,FALSE,FALSE,FALSE,FALSE,plant,Serenoa repens.,"Men's supplements.",Prostate claims.,neutral,Serenoa repens,saw palmetto extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
HERB15,Ashwagandha Extract,herbal extract,TRUE,TRUE,TRUE,Adaptogen,FALSE,FALSE,FALSE,FALSE,plant,Withania somnifera.,"Stress supplements.",Adaptogenic claims.,positive,Indian ginseng,ashwagandha extract,,"[{""title"": ""Herbal Extracts"", ""url"": ""https://www.fda.gov""}]"
