code,name,category,permitted_GB,permitted_NI,permitted_EU,status_notes,child_warning,PKU_warning,polyols_warning,sulphites_allergen_label,origin,overview,typical_uses,effects_summary,effects_verdict,synonyms,matches,ins_number,sources
SEQ004,Phosphoric Acid,sequestrant/acidulant,TRUE,TRUE,TRUE,Cola acid,FALSE,FALSE,FALSE,FALSE,synthetic,Strong sequestrant.,"Cola drinks.",Can affect calcium.,negative,E338,phosphoric acid,,"[{""title"": ""Sequestrants"", ""url"": ""https://www.fda.gov""}]"
SEQ005,Phytic Acid,sequestrant,TRUE,TRUE,TRUE,Natural chelator,FALSE,FALSE,FALSE,FALSE,plant,From grains/seeds.,"Not added to foods.",Antinutrient naturally present.,neutral,Inositol hexaphosphate,phytic acid,,"[{""title"": ""Sequestrants"", ""url"": ""https://www.fda.gov""}]"
SEQ006,Sodium Gluconate,sequestrant,TRUE,TRUE,TRUE,Gluconic salt,FALSE,FALSE,FALSE,FALSE,fermentation,Mild sequestrant.,"Dairy, beverages.",Generally safe.,positive,E576,sodium gluconate,,"[{""title"": ""Sequestrants"", ""url"": ""https://www.fda.gov""}]"
SEQ007,Potassium Gluconate,sequestrant,TRUE,TRUE,TRUE,Gluconic salt,FALSE,FALSE,FALSE,FALSE,fermentation,Mild sequestrant.,"Supplements.",Potassium source.,positive,E577,potassium gluconate,,"[{""title"": ""Sequestrants"", ""url"": ""https://www.fda.gov""}]"
SEQ008,Calcium Gluconate,sequestrant,TRUE,TRUE,TRUE,Gluconic salt,FALSE,FALSE,FALSE,FALSE,fermentation,Mild sequestrant.,"Supplements, fortified foods.",Calcium source.,positive,E578,calcium gluconate,,"[{""title"": ""Sequestrants"", ""url"": ""https://www.fda.gov""}]"
SEQ009,Sodium Hexametaphosphate,sequestrant,TRUE,TRUE,TRUE,SHMP,FALSE,FALSE,FALSE,FALSE,synthetic,Strong sequestrant.,"Seafood, cheese.",Phosphate concerns.,negative,SHMP; E452,sodium hexametaphosphate,,"[{""title"": ""Sequestrants"", ""url"": ""https://www.fda.gov""}]"
SEQ010,Sodium Tripolyphosphate,sequestrant,TRUE,TRUE,TRUE,STPP,FALSE,FALSE,FALSE,FALSE,synthetic,Moisture retention.,"Seafood, meats.",Phosphate concerns.,negative,STPP; E451,sodium tripolyphosphate,,"[{""title"": ""Sequestrants"", ""url"": ""https://www.fda.gov""}]"
CLARIF01,Isinglass,clarifying agent,TRUE,TRUE,TRUE,Fish collagen,FALSE,FALSE,FALSE,FALSE,fish,Fish swim bladder.,"Beer, wine clarification.",Not vegan; mostly removed.,negative,Fish glue,isinglass,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF02,Egg Whites,clarifying agent,TRUE,TRUE,TRUE,Albumin,FALSE,FALSE,FALSE,FALSE,egg,Egg protein.,"Wine clarification.",Allergen; mostly removed.,negative,Albumin,egg whites,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF03,Casein,clarifying agent,TRUE,TRUE,TRUE,Milk protein,FALSE,FALSE,FALSE,FALSE,milk,Milk protein.,"Wine clarification.",Allergen; mostly removed.,negative,Milk protein,casein,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF04,Gelatin,clarifying agent,TRUE,TRUE,TRUE,Animal collagen,FALSE,FALSE,FALSE,FALSE,animal,Collagen protein.,"Juice, wine clarification.",Not vegan; mostly removed.,negative,Gelatine,gelatin,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF05,Bentonite,clarifying agent,TRUE,TRUE,TRUE,Clay,FALSE,FALSE,FALSE,FALSE,mineral,Montmorillonite clay.,"Wine clarification.",Natural clay; removed.,positive,E558,bentonite,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF06,Kaolin,clarifying agent,TRUE,TRUE,TRUE,China clay,FALSE,FALSE,FALSE,FALSE,mineral,White clay.,"Processing aid.",Natural; removed.,neutral,E559,kaolin,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF07,Activated Carbon,clarifying agent,TRUE,TRUE,TRUE,Charcoal,FALSE,FALSE,FALSE,FALSE,carbon,Activated charcoal.,"Decolorization.",Removes colors/odors.,positive,Activated charcoal,activated carbon,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF08,Diatomaceous Earth,clarifying agent,TRUE,TRUE,TRUE,DE,FALSE,FALSE,FALSE,FALSE,mineral,Fossilized algae.,"Filtration aid.",Food grade; removed.,positive,Kieselguhr,diatomaceous earth,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF09,Perlite,clarifying agent,TRUE,TRUE,TRUE,Volcanic glass,FALSE,FALSE,FALSE,FALSE,mineral,Expanded volcanic glass.,"Filtration aid.",Inert; removed.,positive,Expanded perlite,perlite,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF10,PVPP,clarifying agent,TRUE,TRUE,TRUE,Polyvinylpolypyrrolidone,FALSE,FALSE,FALSE,FALSE,synthetic,Synthetic polymer.,"Beer, wine stabilization.",Removes polyphenols.,positive,Polyclar; E1202,pvpp,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF11,Silica Sol,clarifying agent,TRUE,TRUE,TRUE,Colloidal silica,FALSE,FALSE,FALSE,FALSE,mineral,Silicon dioxide solution.,"Beer clarification.",Removed after use.,positive,Silica gel,silica sol,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF12,Chitosan,clarifying agent,TRUE,TRUE,TRUE,Shellfish derivative,FALSE,FALSE,FALSE,FALSE,shellfish,From shrimp/crab shells.,"Wine clarification.",Shellfish allergen.,negative,Chitin derivative,chitosan,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF13,Sparkolloid,clarifying agent,TRUE,TRUE,TRUE,Proprietary blend,FALSE,FALSE,FALSE,FALSE,mixed,Alginate/DE blend.,"Wine clarification.",Proprietary mix.,neutral,Hot mix sparkolloid,sparkolloid,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF14,Tannins,clarifying agent,TRUE,TRUE,TRUE,Polyphenols,FALSE,FALSE,FALSE,FALSE,plant,From oak/grapes.,"Wine clarification.",Natural astringent.,positive,Tannic acid,tannins,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
CLARIF15,Pectin Enzyme,clarifying agent,TRUE,TRUE,TRUE,Pectinase,FALSE,FALSE,FALSE,FALSE,fungal,Breaks down pectin.,"Juice clarification.",Natural enzyme.,positive,Pectinase,pectin enzyme,,"[{""title"": ""Clarifying Agents"", ""url"": ""https://www.fda.gov""}]"
FOAM01,Methylcellulose,foaming agent,TRUE,TRUE,TRUE,Modified cellulose,FALSE,FALSE,FALSE,FALSE,semi-synthetic,Creates foam when heated.,"Whipped products.",Thermal gel former.,positive,MC; E461,methylcellulose,,"[{""title"": ""Foaming Agents"", ""url"": ""https://www.fda.gov""}]"
FOAM02,Lecithin,foaming agent,TRUE,TRUE,TRUE,Phospholipid,FALSE,FALSE,FALSE,FALSE,soy/sunflower,Natural foam stabilizer.,"Foam toppings.",May be allergen.,neutral,E322,lecithin,,"[{""title"": ""Foaming Agents"", ""url"": ""https://www.fda.gov""}]"
FOAM03,Quillaia Extract,foaming agent,TRUE,TRUE,TRUE,Soap bark,FALSE,FALSE,FALSE,FALSE,plant,Natural saponins.,"Root beer, cocktails.",Natural foaming.,positive,E999,quillaia extract,,"[{""title"": ""Foaming Agents"", ""url"": ""https://www.fda.gov""}]"
FOAM04,Yucca Extract,foaming agent,TRUE,TRUE,TRUE,Desert plant,FALSE,FALSE,FALSE,FALSE,plant,Natural saponins.,"Root beer, pet food.",Natural foaming.,positive,Yucca schidigera,yucca extract,,"[{""title"": ""Foaming Agents"", ""url"": ""https://www.fda.gov""}]"
FOAM05,Egg White Powder,foaming agent,TRUE,TRUE,TRUE,Albumin,FALSE,FALSE,FALSE,FALSE,egg,Protein foam.,"Meringues, mousses.",Egg allergen.,neutral,Dried egg whites,egg white powder,,"[{""title"": ""Foaming Agents"", ""url"": ""https://www.fda.gov""}]"
FOAM06,Milk Proteins,foaming agent,TRUE,TRUE,TRUE,Casein/whey,FALSE,FALSE,FALSE,FALSE,milk,Protein foam.,"Cappuccino, whipped toppings.",Milk allergen.,neutral,Sodium caseinate,milk proteins,,"[{""title"": ""Foaming Agents"", ""url"": ""https://www.fda.gov""}]"
FOAM07,Polysorbate 60,foaming agent,TRUE,TRUE,TRUE,Tween 60,FALSE,FALSE,FALSE,FALSE,synthetic,Synthetic emulsifier.,"Whipped toppings.",Generally safe.,neutral,E435,polysorbate 60,,"[{""title"": ""Foaming Agents"", ""url"": ""https://www.fda.gov""}]"
FOAM08,Polysorbate 80,foaming agent,TRUE,TRUE,TRUE,Tween 80,FALSE,FALSE,FALSE,FALSE,synthetic,Synthetic emulsifier.,"Ice cream, whipped products.",Gut health concerns.,neutral,E433,polysorbate 80,,"[{""title"": ""Foaming Agents"", ""url"": ""https://www.fda.gov""}]"
FOAM09,Propylene Glycol Alginate,foaming agent,TRUE,TRUE,TRUE,PGA,FALSE,FALSE,FALSE,FALSE,semi-synthetic,Modified seaweed.,"Beer foam, salad dressings.",Stabilizes foam.,positive,E405,propylene glycol alginate,,"[{""title"": ""Foaming Agents"", ""url"": ""https://www.fda.gov""}]"
FOAM10,Glycerol Monostearate,foaming agent,TRUE,TRUE,TRUE,GMS,FALSE,FALSE,FALSE,FALSE,synthetic,Mono-diglyceride.,"Whipped products.",May be from animal fat.,neutral,E471,glycerol monostearate,,"[{""title"": ""Foaming Agents"", ""url"": ""https://www.fda.gov""}]"
RELEASE01,Carnauba Wax,release agent,TRUE,TRUE,TRUE,Palm wax,FALSE,FALSE,FALSE,FALSE,plant,Brazilian palm wax.,"Candy coating, tablets.",Natural plant wax.,positive,E903,carnauba wax,,"[{""title"": ""Release Agents"", ""url"": ""https://www.fda.gov""}]"
RELEASE02,Candelilla Wax,release agent,TRUE,TRUE,TRUE,Shrub wax,FALSE,FALSE,FALSE,FALSE,plant,Mexican shrub wax.,"Chewing gum, coatings.",Natural plant wax.,positive,E902,candelilla wax,,"[{""title"": ""Release Agents"", ""url"": ""https://www.fda.gov""}]"
RELEASE03,Beeswax,release agent,TRUE,TRUE,TRUE,Bee product,FALSE,FALSE,FALSE,FALSE,animal,From honeycomb.,"Confectionery, coatings.",Not vegan.,neutral,E901,beeswax,,"[{""title"": ""Release Agents"", ""url"": ""https://www.fda.gov""}]"
RELEASE04,Shellac,release agent,TRUE,TRUE,TRUE,Lac resin,FALSE,FALSE,FALSE,FALSE,insect,From lac insects.,"Confectionery glaze.",Not vegan/vegetarian.,neutral,E904,shellac,,"[{""title"": ""Release Agents"", ""url"": ""https://www.fda.gov""}]"
RELEASE05,Mineral Oil,release agent,TRUE,TRUE,TRUE,White oil,FALSE,FALSE,FALSE,FALSE,petroleum,Food grade petroleum.,"Baking pans, candy.",Petroleum product.,neutral,Liquid paraffin,mineral oil,,"[{""title"": ""Release Agents"", ""url"": ""https://www.fda.gov""}]"
RELEASE06,Vegetable Oil,release agent,TRUE,TRUE,TRUE,Cooking spray,FALSE,FALSE,FALSE,FALSE,plant,Various plant oils.,"Pan spray, baking.",Natural oils.,positive,PAM spray,vegetable oil,,"[{""title"": ""Release Agents"", ""url"": ""https://www.fda.gov""}]"
RELEASE07,Lecithin,release agent,TRUE,TRUE,TRUE,Phospholipid,FALSE,FALSE,FALSE,FALSE,soy/sunflower,Natural release agent.,"Baking, cooking sprays.",May be allergen.,neutral,E322,lecithin,,"[{""title"": ""Release Agents"", ""url"": ""https://www.fda.gov""}]"
RELEASE08,Silicone,release agent,TRUE,TRUE,TRUE,PDMS,FALSE,FALSE,FALSE,FALSE,synthetic,Polydimethylsiloxane.,"Baking mats, sprays.",Heat stable.,positive,E900,silicone,,"[{""title"": ""Release Agents"", ""url"": ""https://www.fda.gov""}]"
RELEASE09,Talc,release agent,TRUE,TRUE,TRUE,Magnesium silicate,FALSE,FALSE,FALSE,FALSE,mineral,Food grade talc.,"Chewing gum, rice.",Asbestos concerns historically.,neutral,E553b,talc,,"[{""title"": ""Release Agents"", ""url"": ""https://www.fda.gov""}]"
RELEASE10,Calcium Stearate,release agent,TRUE,TRUE,TRUE,Calcium soap,FALSE,FALSE,FALSE,FALSE,synthetic,Fatty acid salt.,"Candy, tablets.",May be from animal fat.,neutral,E470a,calcium stearate,,"[{""title"": ""Release Agents"", ""url"": ""https://www.fda.gov""}]"
CARRIER01,Maltodextrin,carrier,TRUE,TRUE,TRUE,Starch derivative,FALSE,FALSE,FALSE,FALSE,corn/potato,Flavor carrier.,"Flavors, sweeteners.",High glycemic index.,neutral,Corn maltodextrin,maltodextrin,,"[{""title"": ""Carriers"", ""url"": ""https://www.fda.gov""}]"
CARRIER02,Cyclodextrin,carrier,TRUE,TRUE,TRUE,Ring starch,FALSE,FALSE,FALSE,FALSE,starch,Encapsulation agent.,"Flavors, vitamins.",Traps molecules.,positive,E459,cyclodextrin,,"[{""title"": ""Carriers"", ""url"": ""https://www.fda.gov""}]"
CARRIER03,Propylene Glycol,carrier,TRUE,TRUE,TRUE,PG,FALSE,FALSE,FALSE,FALSE,synthetic,Flavor solvent.,"Flavors, colors.",Generally safe.,neutral,1,2-propanediol; E1520,propylene glycol,,"[{""title"": ""Carriers"", ""url"": ""https://www.fda.gov""}]"
CARRIER04,Glycerin,carrier,TRUE,TRUE,TRUE,Glycerol,FALSE,FALSE,FALSE,FALSE,synthetic/plant,Humectant carrier.,"Flavors, colors.",Sweet; humectant.,positive,Glycerol; E422,glycerin,,"[{""title"": ""Carriers"", ""url"": ""https://www.fda.gov""}]"
CARRIER05,Ethanol,carrier,TRUE,TRUE,TRUE,Alcohol,FALSE,FALSE,FALSE,FALSE,fermentation,Flavor solvent.,"Extracts, flavors.",Evaporates or remains.,neutral,Ethyl alcohol,ethanol,,"[{""title"": ""Carriers"", ""url"": ""https://www.fda.gov""}]"
CARRIER06,Triacetin,carrier,TRUE,TRUE,TRUE,Glyceryl triacetate,FALSE,FALSE,FALSE,FALSE,synthetic,Flavor carrier.,"Flavors, gum.",Generally safe.,positive,E1518,triacetin,,"[{""title"": ""Carriers"", ""url"": ""https://www.fda.gov""}]"
CARRIER07,Diacetin,carrier,TRUE,TRUE,TRUE,Glyceryl diacetate,FALSE,FALSE,FALSE,FALSE,synthetic,Flavor carrier.,"Flavors.",Generally safe.,positive,E1517,diacetin,,"[{""title"": ""Carriers"", ""url"": ""https://www.fda.gov""}]"
CARRIER08,Benzyl Alcohol,carrier,TRUE,TRUE,TRUE,Aromatic alcohol,FALSE,FALSE,FALSE,FALSE,synthetic,Flavor solvent.,"Flavors.",Generally safe in foods.,neutral,E1519,benzyl alcohol,,"[{""title"": ""Carriers"", ""url"": ""https://www.fda.gov""}]"
CARRIER09,Isopropyl Alcohol,carrier,TRUE,TRUE,TRUE,IPA,FALSE,FALSE,FALSE,FALSE,synthetic,Extraction solvent.,"Flavor extraction.",Mostly evaporated.,neutral,2-propanol,isopropyl alcohol,,"[{""title"": ""Carriers"", ""url"": ""https://www.fda.gov""}]"
CARRIER10,Medium Chain Triglycerides,carrier,TRUE,TRUE,TRUE,MCT,FALSE,FALSE,FALSE,FALSE,coconut/palm,Oil carrier.,"Supplements, CBD.",Quick absorption.,positive,MCT oil,mct,,"[{""title"": ""Carriers"", ""url"": ""https://www.fda.gov""}]"
MICROB01,Lactobacillus acidophilus,probiotic,TRUE,TRUE,TRUE,Gut bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Common probiotic.,"Yogurt, supplements.",Digestive health.,positive,L. acidophilus,lactobacillus acidophilus,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB02,Lactobacillus casei,probiotic,TRUE,TRUE,TRUE,Gut bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Probiotic strain.,"Yogurt, supplements.",Immune support.,positive,L. casei,lactobacillus casei,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB03,Lactobacillus rhamnosus,probiotic,TRUE,TRUE,TRUE,GG strain,FALSE,FALSE,FALSE,FALSE,bacterial,Well-studied probiotic.,"Supplements.",GI health.,positive,L. rhamnosus GG,lactobacillus rhamnosus,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB04,Lactobacillus plantarum,probiotic,TRUE,TRUE,TRUE,Fermentation bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Versatile probiotic.,"Fermented foods.",Gut health.,positive,L. plantarum,lactobacillus plantarum,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB05,Lactobacillus reuteri,probiotic,TRUE,TRUE,TRUE,Gut bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Produces reuterin.,"Supplements.",Antimicrobial properties.,positive,L. reuteri,lactobacillus reuteri,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB06,Bifidobacterium longum,probiotic,TRUE,TRUE,TRUE,Gut bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Infant gut bacteria.,"Infant formula, supplements.",Digestive health.,positive,B. longum,bifidobacterium longum,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB07,Bifidobacterium bifidum,probiotic,TRUE,TRUE,TRUE,Gut bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Common bifidobacteria.,"Yogurt, supplements.",Immune support.,positive,B. bifidum,bifidobacterium bifidum,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB08,Bifidobacterium infantis,probiotic,TRUE,TRUE,TRUE,Infant bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Infant gut colonizer.,"Infant supplements.",Infant health.,positive,B. infantis,bifidobacterium infantis,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB09,Bifidobacterium lactis,probiotic,TRUE,TRUE,TRUE,Dairy bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Dairy probiotic.,"Yogurt, cheese.",Digestive health.,positive,B. lactis,bifidobacterium lactis,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB10,Bifidobacterium breve,probiotic,TRUE,TRUE,TRUE,Gut bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Infant probiotic.,"Infant products.",Infant gut health.,positive,B. breve,bifidobacterium breve,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB11,Streptococcus thermophilus,starter culture,TRUE,TRUE,TRUE,Yogurt bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Yogurt starter.,"Yogurt, cheese.",Lactose digestion.,positive,S. thermophilus,streptococcus thermophilus,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB12,Saccharomyces boulardii,probiotic yeast,TRUE,TRUE,TRUE,Beneficial yeast,FALSE,FALSE,FALSE,FALSE,yeast,Probiotic yeast.,"Supplements.",Diarrhea prevention.,positive,S. boulardii,saccharomyces boulardii,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB13,Bacillus coagulans,probiotic,TRUE,TRUE,TRUE,Spore former,FALSE,FALSE,FALSE,FALSE,bacterial,Spore-forming probiotic.,"Supplements.",Heat stable.,positive,B. coagulans,bacillus coagulans,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB14,Bacillus subtilis,probiotic,TRUE,TRUE,TRUE,Natto bacteria,FALSE,FALSE,FALSE,FALSE,bacterial,Spore former.,"Natto, supplements.",Produces vitamin K2.,positive,B. subtilis,bacillus subtilis,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
MICROB15,Enterococcus faecium,probiotic,TRUE,TRUE,TRUE,Controversial,FALSE,FALSE,FALSE,FALSE,bacterial,Enterococcus strain.,"Some supplements.",Safety concerns.,negative,E. faecium,enterococcus faecium,,"[{""title"": ""Probiotics"", ""url"": ""https://www.fda.gov""}]"
PREB01,Inulin,prebiotic fiber,TRUE,TRUE,TRUE,Chicory fiber,FALSE,FALSE,FALSE,FALSE,plant,Fructan fiber.,"Yogurt, bars, supplements.",Feeds good bacteria; gas.,positive,Chicory root fiber,inulin,,"[{""title"": ""Prebiotics"", ""url"": ""https://www.fda.gov""}]"
PREB02,Fructooligosaccharides,prebiotic fiber,TRUE,TRUE,TRUE,FOS,FALSE,FALSE,FALSE,FALSE,plant/synthetic,Short chain fructans.,"Supplements, fortified foods.",Prebiotic; can cause gas.,positive,FOS; Oligofructose,fos; fructooligosaccharides,,"[{""title"": ""Prebiotics"", ""url"": ""https://www.fda.gov""}]"
PREB03,Galactooligosaccharides,prebiotic fiber,TRUE,TRUE,TRUE,GOS,FALSE,FALSE,FALSE,FALSE,dairy,From lactose.,"Infant formula.",Prebiotic; well tolerated.,positive,GOS,gos; galactooligosaccharides,,"[{""title"": ""Prebiotics"", ""url"": ""https://www.fda.gov""}]"
PREB04,Xylooligosaccharides,prebiotic fiber,TRUE,TRUE,TRUE,XOS,FALSE,FALSE,FALSE,FALSE,plant,From xylan.,"Supplements.",Prebiotic; well tolerated.,positive,XOS,xos; xylooligosaccharides,,"[{""title"": ""Prebiotics"", ""url"": ""https://www.fda.gov""}]"
PREB05,Resistant Starch,prebiotic fiber,TRUE,TRUE,TRUE,RS,FALSE,FALSE,FALSE,FALSE,starch,Fermentable starch.,"Bread, pasta.",Feeds bacteria; blood sugar benefits.,positive,RS,resistant starch,,"[{""title"": ""Prebiotics"", ""url"": ""https://www.fda.gov""}]"
PREB06,Pectin,prebiotic fiber,TRUE,TRUE,TRUE,Fruit fiber,FALSE,FALSE,FALSE,FALSE,plant,Soluble fiber.,"Jams, supplements.",Prebiotic; cholesterol lowering.,positive,E440,pectin,,"[{""title"": ""Prebiotics"", ""url"": ""https://www.fda.gov""}]"
PREB07,Beta-Glucan,prebiotic fiber,TRUE,TRUE,TRUE,Oat/barley fiber,FALSE,FALSE,FALSE,FALSE,grain,Soluble fiber.,"Oatmeal, supplements.",Heart health; immune support.,positive,β-glucan,beta glucan,,"[{""title"": ""Prebiotics"", ""url"": ""https://www.fda.gov""}]"
PREB08,Arabinogalactan,prebiotic fiber,TRUE,TRUE,TRUE,Larch fiber,FALSE,FALSE,FALSE,FALSE,tree,From larch trees.,"Supplements.",Immune support claims.,positive,Larch arabinogalactan,arabinogalactan,,"[{""title"": ""Prebiotics"", ""url"": ""https://www.fda.gov""}]"
PREB09,Lactulose,prebiotic,TRUE,TRUE,TRUE,Synthetic sugar,FALSE,FALSE,FALSE,FALSE,synthetic,Non-digestible sugar.,"Medical use, some foods.",Laxative effect.,neutral,Galactosyl-fructose,lactulose,,"[{""title"": ""Prebiotics"", ""url"": ""https://www.fda.gov""}]"
PREB10,Human Milk Oligosaccharides,prebiotic,TRUE,TRUE,TRUE,HMO,FALSE,FALSE,FALSE,FALSE,synthetic,Mimics breast milk.,"Infant formula.",Infant gut health.,positive,HMO; 2'-FL,hmo; human milk oligosaccharides,,"[{""title"": ""Prebiotics"", ""url"": ""https://www.fda.gov""}]"
PHEN01,Quercetin,phenolic compound,TRUE,TRUE,TRUE,Flavonoid,FALSE,FALSE,FALSE,FALSE,plant,Common flavonoid.,"Supplements, onions.",Antioxidant; anti-inflammatory.,positive,Flavonol,quercetin,,"[{""title"": ""Phenolic Compounds"", ""url"": ""https://www.fda.gov""}]"
PHEN02,Resveratrol,phenolic compound,TRUE,TRUE,TRUE,Stilbene,FALSE,FALSE,FALSE,FALSE,plant,From grapes/wine.,"Supplements, red wine.",Anti-aging claims.,positive,Trans-resveratrol,resveratrol,,"[{""title"": ""Phenolic Compounds"", ""url"": ""https://www.fda.gov""}]"
PHEN03,Curcumin,phenolic compound,TRUE,TRUE,TRUE,From turmeric,FALSE,FALSE,FALSE,FALSE,plant,Turmeric compound.,"Supplements, curry.",Anti-inflammatory.,positive,Diferuloylmethane,curcumin,,"[{""title"": ""Phenolic Compounds"", ""url"": ""https://www.fda.gov""}]"
PHEN04,Epigallocatechin Gallate,phenolic compound,TRUE,TRUE,TRUE,EGCG,FALSE,FALSE,FALSE,FALSE,plant,Green tea catechin.,"Green tea, supplements.",Antioxidant; weight loss claims.,positive,EGCG,egcg; epigallocatechin gallate,,"[{""title"": ""Phenolic Compounds"", ""url"": ""https://www.fda.gov""}]"
PHEN05,Ellagic Acid,phenolic compound,TRUE,TRUE,TRUE,From berries,FALSE,FALSE,FALSE,FALSE,plant,Berry compound.,"Berries, supplements.",Antioxidant.,positive,Benzoaric acid,ellagic acid,,"[{""title"": ""Phenolic Compounds"", ""url"": ""https://www.fda.gov""}]"
